EmailMessageId,EmailConversationId,EmailMessagePermaKey,TenantPermaKey,AuthorPermaKey,UserProfilePermaKey,EmailParticipantsTypeId,TimeSinceLastEmail,IsReply,IsForward,Label
384273306,122864506,W3QSzzCrRdZ,Jf6yZsmpzzX,527,587,2,17189,1,0,4
384273306,122864506,W3QSzzCrRdZ,Jf6yZsmpzzX,527,587,2,17189,1,0,4
384273306,122864506,W3QSzzCrRdZ,Jf6yZsmpzzX,527,587,2,17189,1,0,4
384273306,122864506,W3QSzzCrRdZ,Jf6yZsmpzzX,527,0,2,17189,1,0,4
384273306,122864506,W3QSzzCrRdZ,Jf6yZsmpzzX,527,0,2,17189,1,0,4
384273306,122864506,W3QSzzCrRdZ,Jf6yZsmpzzX,527,0,2,17189,1,0,4
384273306,122864506,W3QSzzCrRdZ,Jf6yZsmpzzX,527,0,2,17189,1,0,4
384273306,122864506,W3QSzzCrRdZ,Jf6yZsmpzzX,527,0,2,17189,1,0,4
384273306,122864506,W3QSzzCrRdZ,Jf6yZsmpzzX,527,0,2,17189,1,0,4
394627184,122763190,xD2nZkQHhdl,47TX54w8pRmf,0,257,3,17526,1,0,3
394627184,122763190,xD2nZkQHhdl,47TX54w8pRmf,0,0,3,17526,1,0,3
377871150,115584820,49YgD3dGFd39,4369RTb3ntnJ,528,512,2,16554,1,0,4
397226935,130760270,2j8lBZNpFLtY,3pD8bjjrChtk,0,513,3,17566,1,0,3
397226935,130760270,2j8lBZNpFLtY,3pD8bjjrChtk,0,0,3,17566,1,0,3
393436939,131437678,4wqYzLqjlyGj,2LJSsmRjYRLb,529,514,2,17285,1,0,3
395648801,131479253,3Pw38RGfzPGL,2fg2Jzqpb1TL,530,515,2,17041,1,0,4
395648801,131479253,3Pw38RGfzPGL,2fg2Jzqpb1TL,530,598,2,17041,1,0,4
392923748,137275709,3JCkR1Y1QtvD,2ZzLWDWt3Qyd,531,516,2,16486,1,0,3
392923748,137275709,3JCkR1Y1QtvD,2ZzLWDWt3Qyd,531,0,2,16486,1,0,3
392923748,137275709,3JCkR1Y1QtvD,2ZzLWDWt3Qyd,531,0,2,16486,1,0,3
392923748,137275709,3JCkR1Y1QtvD,2ZzLWDWt3Qyd,531,0,2,16486,1,0,3
393796043,137078564,3CjtQXlqXkNg,2GxzJJfx75XY,0,159,2,16487,1,0,4
390854316,137550471,2sNdyDmMdnCD,3JwYVJQZFyLN,0,517,3,16126,1,0,3
398295275,140056540,2d61VM8rMXwD,lpz2G78Wlc2,532,518,2,16455,1,0,3
398295275,140056540,2d61VM8rMXwD,lpz2G78Wlc2,532,599,2,16455,1,0,3
389789741,135382143,4dWR6G1prDfP,2b6RHrnh8DMQ,533,519,2,15784,1,0,3
380942176,142612857,36HtSg96ChzG,45tJQ5zH4TvR,0,154,3,15062,1,0,3
386192192,142612857,dB5LRWdQCdF,45tJQ5zH4TvR,0,154,3,15398,1,0,3
391719119,142612857,4lT7bDGQwnwC,45tJQ5zH4TvR,0,154,3,15734,1,0,3
397050772,142612857,3qDJ9SBjVSHt,45tJQ5zH4TvR,0,154,3,16070,1,0,3
377744424,144578727,2VSyG2s7fQcT,45tJQ5zH4TvR,534,520,2,14565,1,0,4
377744424,144578727,2VSyG2s7fQcT,45tJQ5zH4TvR,534,582,2,14565,1,0,4
377744424,144578727,2VSyG2s7fQcT,45tJQ5zH4TvR,534,0,2,14565,1,0,4
384388772,145115952,3JwCszdDvl7B,9cN5c5M89hj,0,521,3,14975,1,0,3
384388772,145115952,3JwCszdDvl7B,9cN5c5M89hj,0,572,3,14975,1,0,3
399826065,89447083,3k9yrMq4Y4s7,2hJwl36Pkxbf,0,522,3,15744,1,0,3
397504022,147037942,2HPmHJwpRQlp,1Dm4MHWCxFM3,535,523,2,15508,1,0,3
384610060,147189079,qBdmJzLfk1M,42DVNwZlzTSX,536,524,2,14685,1,0,3
383277421,144305337,3dGFRcRqrYH,3fHdfsqsgpNc,537,525,2,14254,1,0,4
383277421,144305337,3dGFRcRqrYH,3fHdfsqsgpNc,537,525,2,14254,1,0,4
383277421,144305337,3dGFRcRqrYH,3fHdfsqsgpNc,537,525,2,14254,1,0,4
390971519,145850053,C1n19xrLqmS,3R2Yb4w2XWlS,0,526,3,14621,1,0,4
390971519,145850053,C1n19xrLqmS,3R2Yb4w2XWlS,0,597,3,14621,1,0,4
380671776,152448418,4gzZwhGRnLWx,qDqQLCdlF12,538,527,2,13777,1,0,4
380671776,152448418,4gzZwhGRnLWx,qDqQLCdlF12,538,527,2,13777,1,0,4
389640904,40115978,3mwVmJmcChQ,nVX9FDD4Wb3,0,528,3,13982,1,0,3
384849026,148589003,2MfrN6gdCk3r,2hLtMZv9rct,0,529,3,13473,1,0,4
396653195,143882694,2xT4ycnyVDzx,3Bhx1lcF38ZG,0,530,3,15890,1,0,3
396653195,143882694,2xT4ycnyVDzx,3Bhx1lcF38ZG,0,600,3,15890,1,0,3
381318118,158408153,3NC1pBr1yTyz,4Hxc5brrQPmq,0,531,3,13455,1,0,3
382232785,158749327,Yw8rLYdl76v,MMwVByzBBBX,539,532,2,13110,1,0,3
382232785,158749327,Yw8rLYdl76v,MMwVByzBBBX,539,0,2,13110,1,0,3
382232785,158749327,Yw8rLYdl76v,MMwVByzBBBX,539,0,2,13110,1,0,3
396558476,159242953,X1BjnycxyyP,3mV42lfzrR42,540,533,2,13960,1,0,4
388202159,159721360,L2jPYPVLf93,21htqcQnxYHd,0,534,2,13387,1,0,3
388202159,159721360,L2jPYPVLf93,21htqcQnxYHd,0,0,2,13387,1,0,3
390955707,162555812,pGgyyjxW7FB,lpz2G78Wlc2,0,518,3,13221,1,0,4
390955707,162555812,pGgyyjxW7FB,lpz2G78Wlc2,0,599,3,13221,1,0,4
378939399,163089944,26f9CccCdDkf,45tJQ5zH4TvR,0,154,3,12379,1,0,3
390461321,163089944,2DpvFS8g2Dtc,45tJQ5zH4TvR,0,154,3,13123,1,0,3
397073951,163132415,JBwgvqmrFH1,3wd8Lm7V6Cpb,541,535,2,13441,1,0,3
393929415,165285589,2hVx1fkJh2cw,4cPzBLvYLQ6L,542,536,2,13081,1,0,4
396170631,165556881,4GTY7QFcsm76,29n6Z3FPRq5v,543,537,2,13205,1,0,3
379726007,165375089,2M98p9y8GSYN,4pCRXmPx3mTg,544,538,3,12022,1,0,3
379726007,165375089,2M98p9y8GSYN,4pCRXmPx3mTg,544,583,3,12022,1,0,3
379726007,165375089,2M98p9y8GSYN,4pCRXmPx3mTg,544,0,3,12022,1,0,3
381231658,166934894,p6Wt7gvRVHD,358trxQ9h7Gd,0,123,3,12086,1,0,3
379982768,80535249,581JT5CcrP8,3mV42lfzrR42,0,533,3,11948,1,0,4
387907153,167577721,32Gjk3MmRQhV,2llc3SZ1mszL,545,539,2,12379,1,0,4
387907153,167577721,32Gjk3MmRQhV,2llc3SZ1mszL,545,591,2,12379,1,0,4
384971325,168877003,GwRgRXw9gh5,vp2STT7QSpR,546,540,3,12138,1,0,3
384971325,168877003,GwRgRXw9gh5,vp2STT7QSpR,546,0,3,12138,1,0,3
386177185,169882189,3qgfyx3lzkSN,3R36k1yYrdZ4,547,541,3,12050,1,0,3
378290594,171023410,DM6vjvV4Cbw,1wd7d5Gzqj5W,548,542,1,11421,1,0,3
378290594,171023410,DM6vjvV4Cbw,1wd7d5Gzqj5W,548,89,1,11421,1,0,3
391313675,171504913,2hvkLPJ5VxvS,3S2lqpYtPfrF,18,55,2,12214,1,0,3
383457612,172179365,4mxDDQXB7Qr5,2v8PtdrP1Cx3,549,543,2,11621,1,0,4
383457612,172179365,4mxDDQXB7Qr5,2v8PtdrP1Cx3,549,35,2,11621,1,0,4
383179687,172383315,4tr4hgVHR8Cl,rNclscxS4Wg,550,544,2,11592,1,0,4
393603476,148284492,3flpD5Y9Cg8h,cF6fMTnH2Jw,551,545,2,12212,1,0,3
377959506,162747841,3YlMS7XkDbT7,XJSyz7lrVYX,552,546,1,11166,1,0,3
380561449,163103537,3lzH4dYp15Mb,JybMyxk8QhF,553,547,2,10693,1,0,4
380561449,163103537,3lzH4dYp15Mb,JybMyxk8QhF,553,547,2,10693,1,0,4
385596236,180809978,4Bq99mDF5r8C,2q15YgcmXFYl,554,548,2,10843,1,0,4
385596236,180809978,4Bq99mDF5r8C,2q15YgcmXFYl,554,0,2,10843,1,0,4
385596236,180809978,4Bq99mDF5r8C,2q15YgcmXFYl,554,0,2,10843,1,0,4
385596236,180809978,4Bq99mDF5r8C,2q15YgcmXFYl,554,0,2,10843,1,0,4
385596236,180809978,4Bq99mDF5r8C,2q15YgcmXFYl,554,548,2,10843,1,0,4
385596236,180809978,4Bq99mDF5r8C,2q15YgcmXFYl,554,0,2,10843,1,0,4
383409378,117598569,44NvRgJW8gqn,25nkBCXkRMMP,0,75,3,10603,1,0,3
389404735,148504412,3QmklnCwqhFp,2vBfyTXDzzZJ,555,549,2,10759,1,0,4
389404735,148504412,3QmklnCwqhFp,2vBfyTXDzzZJ,555,0,2,10759,1,0,4
389404735,148504412,3QmklnCwqhFp,2vBfyTXDzzZJ,555,0,2,10759,1,0,4
389404735,148504412,3QmklnCwqhFp,2vBfyTXDzzZJ,555,593,2,10759,1,0,4
389404735,148504412,3QmklnCwqhFp,2vBfyTXDzzZJ,555,0,2,10759,1,0,4
383939263,117599979,2HLyJ7ncmh71,25nkBCXkRMMP,0,75,3,10294,1,0,3
384022568,117601405,4DHW9ZXCbyCg,25nkBCXkRMMP,0,75,3,10299,1,0,3
389404768,161111340,23HbyHF2g7Mr,x6mGyjhNb9Q,0,205,3,10153,1,0,3
389404768,161111340,23HbyHF2g7Mr,x6mGyjhNb9Q,0,594,3,10153,1,0,3
389404768,161111340,23HbyHF2g7Mr,x6mGyjhNb9Q,0,0,3,10153,1,0,3
387121769,178569789,bhppG89JTb7,Hqm1CZQH16h,556,550,2,9845,1,0,4
387121769,178569789,bhppG89JTb7,Hqm1CZQH16h,556,550,2,9845,1,0,4
387121769,178569789,bhppG89JTb7,Hqm1CZQH16h,556,550,2,9845,1,0,4
387121769,178569789,bhppG89JTb7,Hqm1CZQH16h,556,589,2,9845,1,0,4
387121769,178569789,bhppG89JTb7,Hqm1CZQH16h,556,589,2,9845,1,0,4
387121769,178569789,bhppG89JTb7,Hqm1CZQH16h,556,589,2,9845,1,0,4
379389115,130260578,42fydrQ9GT7D,3r4BLMwR35qD,0,551,3,9338,1,0,3
378889654,138843072,2sjr9ySvGgcm,v6H3wwqhjBk,0,552,3,8566,1,0,4
378889654,138843072,2sjr9ySvGgcm,v6H3wwqhjBk,0,442,3,8566,1,0,4
378889654,138843072,2sjr9ySvGgcm,v6H3wwqhjBk,0,442,3,8566,1,0,4
378889654,138843072,2sjr9ySvGgcm,v6H3wwqhjBk,0,442,3,8566,1,0,4
378889654,138843072,2sjr9ySvGgcm,v6H3wwqhjBk,0,0,3,8566,1,0,4
378889654,138843072,2sjr9ySvGgcm,v6H3wwqhjBk,0,0,3,8566,1,0,4
378889654,138843072,2sjr9ySvGgcm,v6H3wwqhjBk,0,0,3,8566,1,0,4
378889654,138843072,2sjr9ySvGgcm,v6H3wwqhjBk,0,0,3,8566,1,0,4
378889654,138843072,2sjr9ySvGgcm,v6H3wwqhjBk,0,0,3,8566,1,0,4
378889654,138843072,2sjr9ySvGgcm,v6H3wwqhjBk,0,0,3,8566,1,0,4
378889654,138843072,2sjr9ySvGgcm,v6H3wwqhjBk,0,552,3,8566,1,0,4
378889654,138843072,2sjr9ySvGgcm,v6H3wwqhjBk,0,552,3,8566,1,0,4
382506251,73233914,8tmb9zRYdn2,S5f2Qnqqvv,213,67,3,8793,1,0,4
382506251,73233914,8tmb9zRYdn2,S5f2Qnqqvv,213,67,3,8793,1,0,4
386021527,129517378,rNL6wdYrGWT,6MSdTJ6W562,557,264,2,8931,1,0,4
386021527,129517378,rNL6wdYrGWT,6MSdTJ6W562,557,130,2,8931,1,0,4
386021527,129517378,rNL6wdYrGWT,6MSdTJ6W562,557,592,2,8931,1,0,4
386021527,129517378,rNL6wdYrGWT,6MSdTJ6W562,557,0,2,8931,1,0,4
386021527,129517378,rNL6wdYrGWT,6MSdTJ6W562,557,0,2,8931,1,0,4
379606570,130214147,Tp7JCM7bZV3,STQjW9z1Dps,0,553,3,7974,1,0,3
379606570,130214147,Tp7JCM7bZV3,STQjW9z1Dps,0,0,3,7974,1,0,3
385574113,129563245,3NMjjw1JgprS,2dLDn7pHfcBM,558,554,3,8351,1,0,4
385574113,129563245,3NMjjw1JgprS,2dLDn7pHfcBM,558,588,3,8351,1,0,4
385574113,129563245,3NMjjw1JgprS,2dLDn7pHfcBM,558,0,3,8351,1,0,4
392593109,150527801,nXt5zp5qNfn,41M3fF7Vvkxz,559,555,2,8326,1,0,4
392593109,150527801,nXt5zp5qNfn,41M3fF7Vvkxz,559,555,2,8326,1,0,4
385903015,118402950,4l9yxNY8tQSb,DdsbQ2bdwWp,0,556,3,7039,1,0,3
385903015,118402950,4l9yxNY8tQSb,DdsbQ2bdwWp,0,0,3,7039,1,0,3
382545247,95953361,2SbTJCQ41W4h,2km1X4YtWfxR,560,557,3,6699,1,0,3
379945245,145212530,4v7TFlWDYVPR,4r7hRsxzQxBH,561,558,2,6289,1,0,3
378544728,173977030,34mlvWmZRTjc,4hzGXcBzcfNW,562,559,2,4057,1,0,3
378057731,170259951,2ySPqBsrTHlx,Mbxp6HS85MX,563,163,2,2833,1,0,4
378445003,179103148,4cx5rTxZTVvp,36QJLLhlWlGt,564,560,2,2639,1,0,3
388878784,157173593,X4kMdBmG5WJ,2BZJc4b57MHm,565,561,2,3242,1,0,4
388878784,157173593,X4kMdBmG5WJ,2BZJc4b57MHm,565,0,2,3242,1,0,4
388878784,157173593,X4kMdBmG5WJ,2BZJc4b57MHm,565,0,2,3242,1,0,4
388878784,157173593,X4kMdBmG5WJ,2BZJc4b57MHm,565,0,2,3242,1,0,4
378300469,147736354,4DpX44pFRnDv,qDqQLCdlF12,566,562,2,2379,1,0,4
378300469,147736354,4DpX44pFRnDv,qDqQLCdlF12,566,0,2,2379,1,0,4
378300469,147736354,4DpX44pFRnDv,qDqQLCdlF12,566,527,2,2379,1,0,4
378442652,129966018,2FpfnznsptXQ,3sYnHkP5G22L,567,563,3,2194,1,0,3
385890298,172827080,3mhTm9smjxgC,2yHs5p2Yny76,568,121,2,2373,1,0,4
385890298,172827080,3mhTm9smjxgC,2yHs5p2Yny76,568,0,2,2373,1,0,4
385890298,172827080,3mhTm9smjxgC,2yHs5p2Yny76,568,0,2,2373,1,0,4
384898244,143375053,4zZR4QlYfCgg,4H4LZwcd4wsg,407,564,2,2139,1,0,4
384898244,143375053,4zZR4QlYfCgg,4H4LZwcd4wsg,407,564,2,2139,1,0,4
384898244,143375053,4zZR4QlYfCgg,4H4LZwcd4wsg,407,564,2,2139,1,0,4
384898244,143375053,4zZR4QlYfCgg,4H4LZwcd4wsg,407,564,2,2139,1,0,4
384898244,143375053,4zZR4QlYfCgg,4H4LZwcd4wsg,407,564,2,2139,1,0,4
384898244,143375053,4zZR4QlYfCgg,4H4LZwcd4wsg,407,407,2,2139,1,0,4
384898244,143375053,4zZR4QlYfCgg,4H4LZwcd4wsg,407,407,2,2139,1,0,4
384898244,143375053,4zZR4QlYfCgg,4H4LZwcd4wsg,407,407,2,2139,1,0,4
384898244,143375053,4zZR4QlYfCgg,4H4LZwcd4wsg,407,407,2,2139,1,0,4
384898244,143375053,4zZR4QlYfCgg,4H4LZwcd4wsg,407,407,2,2139,1,0,4
384898244,143375053,4zZR4QlYfCgg,4H4LZwcd4wsg,407,407,2,2139,1,0,4
384898244,143375053,4zZR4QlYfCgg,4H4LZwcd4wsg,407,407,2,2139,1,0,4
384898244,143375053,4zZR4QlYfCgg,4H4LZwcd4wsg,407,564,2,2139,1,0,4
384898244,143375053,4zZR4QlYfCgg,4H4LZwcd4wsg,407,564,2,2139,1,0,4
386253200,177270134,pzqzrL7HR5T,2z32BppWzFr6,569,52,2,2180,1,0,4
386253200,177270134,pzqzrL7HR5T,2z32BppWzFr6,569,0,2,2180,1,0,4
386253200,177270134,pzqzrL7HR5T,2z32BppWzFr6,569,0,2,2180,1,0,4
386253200,177270134,pzqzrL7HR5T,2z32BppWzFr6,569,0,2,2180,1,0,4
386253200,177270134,pzqzrL7HR5T,2z32BppWzFr6,569,52,2,2180,1,0,4
386253200,177270134,pzqzrL7HR5T,2z32BppWzFr6,569,52,2,2180,1,0,4
395980286,109973001,2MDSkcNXf5Jn,21hxWnRSRw8N,495,481,2,2591,1,0,3
399017166,169899314,crF3kG5H8nk,3H1M52z5Fq2c,0,565,3,2621,1,0,3
399592602,169897430,49MjzMTmRZ9Y,2wwJTczf52Zj,0,566,3,2643,1,0,3
382432338,144674335,3zvFnJhNj4fv,21hxWnRSRw8N,495,481,2,1513,1,0,3
378573493,172609422,jpMRskBcv24,2ZzLWDWt3Qyd,570,567,1,1032,1,0,4
378573493,172609422,jpMRskBcv24,2ZzLWDWt3Qyd,570,0,1,1032,1,0,4
378573493,172609422,jpMRskBcv24,2ZzLWDWt3Qyd,570,0,1,1032,1,0,4
378573493,172609422,jpMRskBcv24,2ZzLWDWt3Qyd,570,0,1,1032,1,0,4
378573493,172609422,jpMRskBcv24,2ZzLWDWt3Qyd,570,0,1,1032,1,0,4
378573493,172609422,jpMRskBcv24,2ZzLWDWt3Qyd,570,0,1,1032,1,0,4
378573493,172609422,jpMRskBcv24,2ZzLWDWt3Qyd,570,0,1,1032,1,0,4
378573493,172609422,jpMRskBcv24,2ZzLWDWt3Qyd,570,0,1,1032,1,0,4
378573493,172609422,jpMRskBcv24,2ZzLWDWt3Qyd,570,0,1,1032,1,0,4
378573493,172609422,jpMRskBcv24,2ZzLWDWt3Qyd,570,567,1,1032,1,0,4
395146251,149195674,3MmLBNSNzHC,4H4LZwcd4wsg,407,407,2,1994,1,0,4
395146251,149195674,3MmLBNSNzHC,4H4LZwcd4wsg,407,407,2,1994,1,0,4
395146251,149195674,3MmLBNSNzHC,4H4LZwcd4wsg,407,564,2,1994,1,0,4
395146251,149195674,3MmLBNSNzHC,4H4LZwcd4wsg,407,564,2,1994,1,0,4
395146251,149195674,3MmLBNSNzHC,4H4LZwcd4wsg,407,564,2,1994,1,0,4
395146251,149195674,3MmLBNSNzHC,4H4LZwcd4wsg,407,564,2,1994,1,0,4
